name,rating,reviews,address,price,country,bathrooms,beds,guests,toilets,bedrooms,studios
Double Bedroom Apartment in Colombo Sea view,4.57,14,"Colombo, Western Province, Sri Lanka",4287, Sri Lanka,1,1,2,0,1,0
Beach apartment 2 Casa d'Calma,,0,"Mandrem, Goa, India",2784, India,1,1,2,0,1,0
MaiKhao Beach DuplexCondo(2BR) next to 6star hotel,,1,"Tambon Mai Khao, Chang Wat Phuket, Thailand",8974, Thailand,2,2,4,0,2,0
"Malee Beach Pool Villa A9, Koh Lanta, Krabi",4.75,16,"Tambon Sala Dan, Chang Wat Krabi, Thailand",8996, Thailand,2,8,10,0,5,0
beach view one bedroom villa with full furnished,,0,"Rathgama, Southern Province, Sri Lanka",4560, Sri Lanka,1,1,2,0,1,0
"Sea, Nature & Relax ★ Luxury AC Hut On The Beach ★",,0,"Patnem Beach, Goa, India",7863, India,1,1,3,0,1,0
Koh Lanta Jacuzzi Seaview Room + Free Paddle Board,,1,"Tambon Ko Lanta Yai, Chang Wat Krabi, Thailand",18890, Thailand,1,0,2,0,0,1
Memo's Beach Superior sea view room,4.71,7,"Nilaveli, Sri Lanka",13681, Sri Lanka,1,3,5,0,1,0
Jungle Beach Camp - Deluxe Glamping Bungalow,5.0,6,"Wathuregama, Southern Province, Sri Lanka",10310, Sri Lanka,1,6,6,0,1,0
"8IK88  "" Eight IK Eight Eight """,4.91,11,"Tambon Si Sunthon, Chang Wat Phuket, Thailand",6546, Thailand,1,1,2,0,1,0
Elevated sea view villa 3,,2,"Agonda, Goa, India",6847, India,1,1,2,0,1,0
Serendip Nilaveli #2203,,1,"Nilaveli, Eastern Province, Sri Lanka",2671, Sri Lanka,2,3,4,0,2,0
Reef bungalow/Private 1st Bedroom /Blue Suit Room,4.75,16,"Pamunugama, Western Province, Sri Lanka",3466, Sri Lanka,1,1,2,0,1,0
AMARANTHE BEACH CABANAS 3,4.88,24,"Gintota, Galle, Sri Lanka",1094, Sri Lanka,1,1,2,0,1,0
9 Bedroom Family Villa & Resort With Pool,,1,"Kalpitiya, North Western Province, Sri Lanka",53811, Sri Lanka,9,9,16,0,9,0
Aqua water front resort  periyar River view resort,,2,"Onampilly, Kerala, India",10500, India,4,4,4,0,2,0
Typical Sri Lankan House with Waterfront,4.8,15,"Madurankuli, North Western Province, Sri Lanka",3180, Sri Lanka,2,3,6,0,3,0
Double Deluxe AC Sunset View Cottage on the beach1,,1,"Agonda, Goa, India",3000, India,1,1,2,0,0,1
Villa Alaya Bangtao Beachfront free transfer,5.0,7,"Thalang, Phuket, ภูเก็ต, Thailand",75560, Thailand,4,6,8,0,4,0
"Bluesiam Villa–9 Beds,closest to Surin beach (SHA)",,0,"Phuket, *, Thailand",275046, Thailand,9,9,16,0,9,0
Bungalow on the beach,,1,"Krabi, Thailand",6045, Thailand,2,0,2,0,1,0
"The Beach Apartments, Negombo - 1 Bedroom",4.67,3,"Negombo, Western Province, Sri Lanka",3996, Sri Lanka,1,1,2,0,1,0
OmKrushnai Niwas Standard Room type II,,0,"Malvan, Maharashtra, India",2596, India,2,4,6,0,2,0
Independent Two-Bedroom Cottage 150 mtrs to Beach,,2,"Mararikulam, Kerala, India",3195, India,2,2,4,0,2,0
"Luxury Beachfront Studio, SeaView pool, breakfast",,1,"Tambon Patong, Chang Wat Phuket, Thailand",8376, Thailand,1,1,2,0,1,0
Beautiful Double Perched on Phi Phi's Viewpoint,,2,"Phi Phi Islands, Krabi, Thailand",5381, Thailand,1,1,2,0,1,0
Beachcroft- Ac cottages 1,,1,"Harnai, Maharashtra, India",6162, India,1,1,2,0,1,0
Surya or Samudra seafront - Double room,,1,"Thiruvananthapuram, Kerala, India",6733, India,1,1,2,0,1,0
Beach apartment 1 at Casa d’Calma,,0,"Mandrem, Goa, India",3092, India,1,1,2,0,1,0
Hut no.104 -Monsoon《Seaview》,,2,"Agonda, Goa, India",2853, India,1,1,2,0,1,0
Villa Kusum Hikkaduwa,,0,"Hikkaduwa, Southern Province, Sri Lanka",14775, Sri Lanka,5,5,10,0,5,0
Sand and Woods cottage 2,4.8,5,"South Goa, Goa, India",1831, India,1,1,2,0,1,0
"Luxurious oceanfront condo, infinity pool, gym",,2,"Phuket, Thailand",17657, Thailand,1,1,2,0,1,0
"Seaview Malaiwana - Duplex (C3), 3BR, Naithon Beach w/ chef",,0,"Naithon Beach, 
    , Thailand",57064, Thailand,4,4,6,0,3,0
Bangsaphan Paradise Blue House 230 m. to the beach,5.0,7,"Tambon Phongprasan, Chang Wat Prachuap Khiri Khan, Thailand",6347, Thailand,2,3,6,0,3,0
Elevated sea view villa 4,,0,"Agonda, Goa, India",6847, India,1,0,2,0,1,0
Kalo’s Beach cafe Sea Facing Room 4,,1,"Mahabalipuram, Tamil Nadu, India",3366, India,1,1,2,0,1,0
La marina,,0,"Tambon Ko Lanta Yai, Chang Wat Krabi, Thailand",2493, Thailand,1,1,2,0,1,0
2 BEAUTIFUL  ROOMS IN RESORT - BANG ON BEACH  !!,,2,"Ashvem Beach, Goa, India",9072, India,2,2,6,0,2,0
"Luxury Condo Close to Beach, Bangla Rd, Jungceylon",4.83,129,"Patong, Phuket, Thailand",5220, Thailand,1,1,2,0,1,0
beach Vacation apartment maikhao #48,5.0,10,"Maikhao, Phuket, Thailand",4740, Thailand,2,2,4,0,2,0
"Luxury Studio, infinity pool, gym, 80 m to beach",,0,"Tambon Patong, Chang Wat Phuket, Thailand",5518, Thailand,1,1,2,0,0,1
Amazing 4 beds beachfront villa with sea view,5.0,4,"Tambon Thep Krasatti, Chang Wat Phuket, Thailand",43036, Thailand,5,4,8,0,4,0
"Elegant Aapartments by the sea ""SunSpirit""",5.0,3,"Tambon Choeng Thale, Chang Wat Phuket, Thailand",28258, Thailand,2,3,4,0,2,0
Kutir 1-Beach Cottage Near Mangalore Udupi Highway,4.64,56,"Yermal, Karnataka, India",1020, India,1,2,3,0,1,0
Q Conzept Kata Sea View Condo  2 Bedrooms Phuket,,0,"Tambon Karon, Chang Wat Phuket, Thailand",11082, Thailand,1,2,4,0,2,0
New Luxurious Sea Facing 4BHK Pool Villa| EKO STAY,,0,"Nerul, Goa, India",28986, India,4,4,12,0,4,0
Lovely Studio room with pool,5.0,3,"Karon, Phuket, Thailand",1505, Thailand,1,1,2,0,1,0
2BR Luxury & Private Beachfront Resort - 5 Star !!,4.6,25,"Maikhao, Chang Wat Phuket, Thailand",7945, Thailand,2,2,6,0,2,0
2 Bedrooms Beachfront on Maikhao Beach #B165,4.56,17,"Tambon Thep Krasatti, Chang Wat Phuket, Thailand",4356, Thailand,2,2,4,0,2,0
Private sanctuary close to Patnem beach,4.53,17,"Rajbag, Canacona, Goa, India",9189, India,3,3,6,0,3,0
"Comfortable, Compact & Cosy 
Fully Equipped -2 Bed",,1,"Kanathur Reddykuppam, Tamil Nadu, India",4430, India,1,2,4,0,2,0
Amazing Seaview Apartment in Kamala - BD54,4.75,4,"Kamala, Phuket, Thailand",1930, Thailand,1,1,2,0,0,1
⭐❤️3 Bedroom Villa with a private pool for 8,5.0,14,"Ullal, Karnataka, India",9500, India,4,5,8,0,3,0
50sqm first floor condo at rawai beach by fourjoy,4.88,40,"Rawai, Phuket, Thailand",2041, Thailand,1,1,3,0,1,0
"Wood Bungalow 1,by Family Song Koh Lipe.",4.84,25,"Muang, สตูล, Thailand",1046, Thailand,1,1,2,0,1,0
2Bedrooms@CasiaPhuket/BF/Kitchen/Swimmingpool,,2,"Choeng Thale, Phuket, Thailand",5975, Thailand,2,3,4,0,2,0
"Maggies' Lodge, Cenang Beach Langkawi... Malaysia",,2,"Pantai Cenang, Kedah, Malaysia",2562, Malaysia,6,6,2,0,6,0
Apartment at the Mandala villas on the ocean,4.56,9,"Hambantota, Southern Province, Sri Lanka",5007, Sri Lanka,1,2,3,0,1,0
CALM WATER Beach House Near Mahabalipuram & Pondy,4.97,30,"Paramankeni, Tamil Nadu, India",22852, India,2,7,6,0,2,0
"Aai bungalow, Konkan, Villa with private terrace",4.72,18,"Hedavi, Maharashtra, India",3377, India,3,2,6,0,2,0
7 Bedroom Nai Harn Beach Villa,,0,"Tambon Rawai, Chang Wat Phuket, Thailand",50163, Thailand,6,14,16,0,7,0
Agonda guest house room near the beach,,0,"Agonda, Goa, India",923, India,1,1,2,0,0,1
The Only Place10,,2,"Periyamudaliyar Chavadi, Tamil Nadu, India",2167, India,1,1,2,0,1,0
Ban's Diving Resort - Deluxe Garden View 1 (Twin),,1,"เกาะเต่า, Chang Wat Surat Thani, Thailand",6621, Thailand,1,2,2,0,1,0
"Welcoming Studio, infinity pool-gym, 100m to beach",,1,"Tambon Patong, Chang Wat Phuket, Thailand",4856, Thailand,1,2,3,0,0,1
Lovely Studio room with pool,4.71,7,"Tambon Karon, Chang Wat Phuket, Thailand",1473, Thailand,1,1,2,0,1,0
"100 m to beach, friendly studio, infinity pool gym",,1,"Tambon Patong, Chang Wat Phuket, Thailand",4856, Thailand,1,2,3,0,0,1
Vala House,,1,"Kochi, Kerala, India",15244, India,4,4,8,0,4,0
"THE RITZ, HIKKADUWA - 01",4.79,25,"Hikkaduwa, Southern Province, Sri Lanka",3037, Sri Lanka,1,2,3,0,1,0
"Townhouse - 3 bedrooms, pool and jacuzzi (unit B4)",,0,"Tambon Rawai, Chang Wat Phuket, Thailand",4873, Thailand,2,3,6,0,3,0
"Bungalow No. 8, Fan/Aircon Room, Balcony",,1,"Tambon Sala Dan, Chang Wat Krabi, Thailand",1766, Thailand,1,1,2,0,1,0
Villa Sky Unawatuna( Sea View Room),5.0,7,"Unawatuna, Southern Province, Sri Lanka",12769, Sri Lanka,1,1,2,0,1,0
Patong Beach 2 Bedroom Mountain View,,0,"Tambon Patong, Chang Wat Phuket, Thailand",5098, Thailand,2,2,4,0,2,0
Panoramic View in Tropical Paradise 热带风情海景小屋,4.93,82,"Tambon Wichit, จ.ภูเก็ต, Thailand",7411, Thailand,1,2,3,0,1,0
"Sea Space Villa, Seaview 2-Bedroom Villa ( B2 )",4.73,60,"Muang, Phuket, Thailand",7304, Thailand,1,2,4,0,2,0
"Couple Studio,Swimming Pool,Cafe,Breakfast",4.88,82,"Langkawi, Kedah, Malaysia",2940, Malaysia,1,1,2,0,0,1
Seascape,4.84,25,"Kochi, Kerala, India",4008, India,2,2,4,0,2,0
"Large Studio, infinity pool, gym, 100 m to beach",4.67,3,"Tambon Patong, Chang Wat Phuket, Thailand",4856, Thailand,1,2,3,0,0,1
1-bedroom sea facing private room in varkala,,1,"Edava, Kerala, India",5934, India,1,1,2,0,1,0
"Villa by the Sea, Negombo-Katunayake",4.87,71,"Negombo, Western Province, Sri Lanka",17785, Sri Lanka,4,4,8,0,4,0
"100 m to beach, Lovely Studio, infinity pool, gym",,2,"Tambon Patong, Chang Wat Phuket, Thailand",4856, Thailand,1,2,3,0,0,1
Vala House - Riverfront room with terrace view,,1,"Pallippuram, Kerala, India",8467, India,1,1,2,0,1,0
Bambooraya  Villa 1 Bedroom_BV1,4.76,17,"Tambon Rawai, Chang Wat Phuket, Thailand",11035, Thailand,1,1,2,0,1,0
BlueWaves-Beach Front cottage Malpe beach,4.75,8,"Udupi, Karnataka, India",5154, India,1,1,2,0,1,0
"Beachfront House, Chumphon Koh Tao Trip",4.58,58,"Pathiu , Chumphon, Thailand",4088, Thailand,1,5,5,0,2,0
House facing the beautiful ocean,4.91,76,"Nainamadama, North Western Province, Sri Lanka",13726, Sri Lanka,3,3,6,0,3,0
Beautiful bungalow by the beach,5.0,12,"Tambon Wichit, Chang Wat Phuket, Thailand",3778, Thailand,1,2,3,0,2,0
THE BLUE BEACH HOME NILLAVELI,4.87,31,"Nilaveli, Sri Lanka",7752, Sri Lanka,2,3,6,0,3,0
Dream Beach Villas Araliya Hikkaduwa / ocean front,4.93,15,"Ambalangoda, Southern Province, Sri Lanka",22714, Sri Lanka,3,3,6,0,3,0
Muhudu Niwasa SriLanka Beach House,4.71,15,"Tangalle, Southern Province, Sri Lanka",19274, Sri Lanka,3,7,8,0,4,0
Nilaveli Beach villa,5.0,5,"Nilaveli, Eastern Province, Sri Lanka",7388, Sri Lanka,2,3,4,0,2,0
Two Peace House Private room,4.85,40,"Langkawi, Malaysia",1327, Malaysia,1,1,2,0,1,0
Andy Jewel On The Beach,,0,"Dehiwala-Mount Lavinia, Western Province, Sri Lanka",763, Sri Lanka,1,1,2,0,0,1
Dar's Haven Phayam - The only teak house,4.86,14,"Ko Phayam, Ranong, Thailand",3966, Thailand,1,2,4,0,2,0
Bunny’s 🏖 Beach House- Lux villa near Summer Sands,4.81,31,"Ullal, Karnataka, India",9171, India,3,2,6,0,2,0
SUPERIOR ROOM WITH DELUXE LOCATION,4.9,20,"Hikkaduwa, Southern Province, Sri Lanka",9164, Sri Lanka,1,1,2,0,1,0
Samarth Atc-Beach Cottage,4.74,66,"Ganpatipule,Ratnagiri, Maharashtra, India",1334, India,1,1,2,0,1,0
"Manao Pool Villa 10, Klong Khong Beach",,1,"Tambon Sala Dan, Chang Wat Krabi, Thailand",6447, Thailand,2,5,9,0,4,0
Apartment-by-the Sea,5.0,13,"Dehiwala-Mount Lavinia, Western Province, Sri Lanka",5129, Sri Lanka,2,2,4,0,2,0
"A lovely studio, seaview pool, gym, 100 m to beach",,1,"Tambon Patong, Chang Wat Phuket, Thailand",4856, Thailand,1,2,3,0,0,1
"Stylish 2 bed ground floor apartment, pool & beach",4.8,5,"Tambon Ko Lanta Yai, Chang Wat Krabi, Thailand",8906, Thailand,2,2,4,0,2,0
Bamboo or Hibiscus Non AC -Seafront double room,5.0,6,"Thiruvananthapuram, Kerala, India",6733, India,1,1,2,0,1,0
Welcome to Pastissade Beach Hotel and Cafe..,4.86,7,"Hambantota, Southern Province, Sri Lanka",2280, Sri Lanka,1,1,2,0,1,0
DANCING DUGONG ECO RESORT - GARDEN ROOM,,0,"Neil Kendra, Andaman and Nicobar Islands, India",3424, India,6,6,3,0,6,0
"AABHALMAYA BEACH VILLA Tambaldeg-Mithbav, Devgad.",4.8,11,"Devgad, Maharashtra, India",5934, India,2,1,12,0,2,0
Muay Thai Beach Retreat Studio,4.83,6,"Cape Panwa, Phuket, Thailand",1761, Thailand,1,1,2,0,0,1
Ashvem beach 2 BHK,,0,"Mandrem, Goa, India",2296, India,2,2,4,0,2,0
Luxurious 3-bedroom/3-bathroom beachfront apt,5.0,3,"Phuket, Chang Wat Phuket, Thailand",15918, Thailand,3,5,6,0,3,0
Beach front Luxury Pool Villa 3 Bedrooms (A1),,1,"Takua Pa, Phang-nga, Thailand",85050, Thailand,3,3,6,0,3,0
Eco bungalow & Breakfast on Khlong Khong Beach,,1,"Sala Dan, Krabi, Thailand",3400, Thailand,1,1,2,0,0,1
"Resort in a rainforest, dive shop and boat charter",,1,"Port Blair, Andaman and Nicobar Islands, India",4565, India,1,1,2,0,1,0
Beautiful Beach House For Rent With Beach Access,5.0,3,"Dona Paula Beach, Goa, India",5135, India,1,1,2,0,1,0
First Floor Double Room - Surya Cafe & Stay,,1,"Gokarna, Karnataka, India",3000, India,1,2,2,0,1,0
"Panoramic views of sea and Lagoon, 2 BR 2Bath APT",4.91,11,"Negombo, Western Province, Sri Lanka",2722, Sri Lanka,2,2,3,0,2,0
"New 2 bedroom apartment, 100m away from the beach",,0,"Dehiwala-Mount Lavinia, Western Province, Sri Lanka",2623, Sri Lanka,3,3,4,0,2,0
Lovely 1-bedroom condo with a sea view balcony,,0,"Dehiwala-Mount Lavinia, Western Province, Sri Lanka",1018, Sri Lanka,1,1,1,0,1,0
"5. ELEPHANT-YOGA guest villa
 (standart)",5.0,5,"Varkala, Kerala, India",913, India,1,2,2,0,0,1
Villa Ocean Dew - Beach  Front- Galle,,1,"Galle, Southern Province, Sri Lanka",7023, Sri Lanka,12,16,16,0,8,0
NOT A/C VILLA,,0,"Mararikkulam North, Kerala, India",39056, India,7,7,14,0,7,0
3-Bedroom Condo with Pool (Lagoon & Sea view),,0,"Negombo, Western Province, Sri Lanka",2576, Sri Lanka,2,3,6,0,3,0
Tambon Patong Apartment 2 Bedroom Seaview,,0,"Tambon Patong, Chang Wat Phuket, Thailand",6821, Thailand,2,2,4,0,2,0
Patong Seaview 2bed next to Bangla Road,,0,"Tambon Patong, Chang Wat Phuket, Thailand",7863, Thailand,2,2,4,0,2,0
Rawai Beach Luxury 9 bedroom Villa,,0,"Tambon Rawai, Chang Wat Phuket, Thailand",77524, Thailand,9,15,16,0,9,0
Langkawi Chenang Private Residence w Pool 12+ Pax,4.75,51,"Pantai Cenang, Malaysia",30621, Malaysia,4,10,16,0,4,0
Backstreet guest house goa beach Mandrem,4.88,16,"Mandrem, Goa, India",1769, India,3,3,6,0,3,0
Molly Luxury Private Pool Bungalow @ Pantai Cenang,5.0,14,"Langkawi, Kedah, Malaysia",33071, Malaysia,2,4,7,0,3,0
"Ikiru Saltwater Pool Villa 3BR, 5Mins to Beach",,1,"Langkawi, Kedah, Malaysia",43850, Malaysia,4,5,8,0,3,0
Gorgeous villa with a pool & short walk to a beach,4.68,28,"Salcete, Goa, India",11425, India,5,3,8,0,3,0
Beachfront 6+1BDR Luxury Villa With Private Pool.,,2,"Calangute, Goa, India",64251, India,7,7,16,0,7,0
cool nature 2BHK. non AC. 250m to beach. good WiFi,4.89,19,"Canacona, Goa, India",4033, India,2,2,3,0,2,0
Queen Studio,5.0,3,"Langkawi, Kedah, Malaysia",6368, Malaysia,1,1,2,0,1,0
Apartment 1st floor - Thenu Villa -  Hikkaduwa -,4.8,30,"Hikkaduwa, Southern Province, Sri Lanka",2576, Sri Lanka,1,2,3,0,1,0
2BR Apartment excellent for families (SHA Plus +),,0,"Kamala, Chang Wat Phuket, Thailand",6297, Thailand,1,2,4,0,2,0
Spacious 1BR walking Distance to the Beach,,0,"Tambon Patong, Chang Wat Phuket, Thailand",3200, Thailand,1,2,3,0,1,0
Stunning secluded beachfront villa with pool,4.79,29,"Amphoe Mueng, Prachuap Khiri Khan, Thailand",45389, Thailand,3,5,16,0,4,0
Beachfront seaview with Jacuzzi near Bangla  2bdrs,4.93,14,"Patong, Phuket, Thailand",8261, Thailand,2,2,4,0,2,0
TripThrill Espy Villa,4.92,12,"Colva, Goa, India",7132, India,3,3,6,0,3,0
2BR king suite| scenic view| calangute,,1,"Calangute, Goa, India",19000, India,2,2,5,0,2,0
Tropical holiday home I 3BR I Garden I Beach 4 min,5.0,4,"Tangalle, Southern Province, Sri Lanka",2733, Sri Lanka,1,3,6,0,3,0
Bungalow with Garden view 7 / Air-conditioning,4.63,19,"Tambon Ko Lanta Yai, Chang Wat Krabi, Thailand",5037, Thailand,1,1,2,0,0,1
The wings boutique hotel (Standard room) room only,4.69,36,"Amphoe Ko Lanta, Chang Wat Krabi, Thailand",3022, Thailand,1,1,2,0,1,0
Cheerful 2 bhk fully furnished independent villa,,2,"Varkala, Kerala, India",4679, India,2,4,6,0,2,0
BUNGALOWS - Best Friends Lanta Bungalows IV,4.67,12,"Koh Lanta (Krabi), Krabi, Thailand",3274, Thailand,1,1,2,0,4,0
Valea Vinului Dome - a glamping experience,4.92,113,"Vișeu de Sus, Maramureș County, Romania",5575, Romania,1,1,2,0,1,0
IN VALE GLAMPING,5.0,12,"Valea lui Enache, Județul Argeș, Romania",13590, Romania,1,1,4,0,1,0
Geodesic Dome,5.0,9,"Râșnov Romacril, Județul Brașov, Romania",9712, Romania,1,3,5,0,2,0
The Beachtop at Tayabas Bay Grand Oceanview DOME,4.83,23,"Agdangan, Calabarzon, Philippines",7326, Philippines,1,2,4,0,1,0
"Stay in a Cocoon @ Jaiyen, Koh Yao Noi",,0,"Koh Yao Noi , Phang Nga, Thailand",9499, Thailand,1,2,4,0,1,0
Glamping De Vaibe (devibe.vorokhta),,2,"Vorokhta, Ivano-Frankivs'ka oblast, Ukraine",6490, Ukraine,1,2,3,0,1,0
150 Peakway Dome 3,5.0,8,"Dalaguete, Central Visayas, Philippines",14327, Philippines,1,2,4,0,0,0
Stunning Bamboo Dome Home,5.0,3,"Hang Dong, Chiang Mai, Thailand",11363, Thailand,2,2,5,0,2,0
"Glamping dome, 15 min to beach, city, & climbing",4.81,61,"Konyaaltı, Antalya, Turkey",10300, Turkey,1,2,4,0,2,0
Birds Eye Estate Geodesic Glamping Domes,4.62,65,"Chikkamagaluru, Karnataka, India",10841, India,2,2,6,0,2,0
The Olivia Dome(Kaş-Kaputaş-Patara),4.98,44,"Kaş, Antalya, Turkey",5287, Turkey,1,1,2,0,0,0
Mousti dome house with a hot tub,,2,"Puziniškis, Utena County, Lithuania",6351, Lithuania,4,1,2,0,1,0
Domescape - Glamping (6),4.81,138,"Nasugbu, Calabarzon, Philippines",15566, Philippines,1,1,4,0,0,0
Dome glamping tent 2 @ mountain camp w/ breakfast,4.8,5,"Tanay, Calabarzon, Philippines",9384, Philippines,1,2,4,0,1,0
Domescape - Glamping (2),4.82,271,"Nasugbu, Calabarzon, Philippines",13993, Philippines,1,2,4,0,0,0
"India's 1st Luxury Dome Glamping , GlampEco Manali",5.0,20,"Manali, Himachal Pradesh, India",8474, India,1,1,2,0,1,0
Sapanca Whitemoon,4.79,20,"Sapanca, Sakarya, Turkey",10084, Turkey,1,1,4,0,1,0
Dome glamping tent @ mountain camp w/ breakfast,4.89,9,"Tanay, Calabarzon, Philippines",9384, Philippines,1,2,4,0,1,0
Domescape - Glamping (1),4.74,217,"Batangas, Calabarzon, Philippines",15432, Philippines,1,2,4,0,0,0
Domescape - Glamping (5),4.86,165,"Nasugbu, Calabarzon, Philippines",16938, Philippines,1,3,6,0,0,0
Glamping Etc! Dome Mufli King Private Island,4.66,148,"Cavinti, Calabarzon, Philippines",4672, Philippines,1,1,3,0,1,0
"Glamping Etc ! Dome Veera-Lumot Lake, Cavinti",4.63,159,"Cavinti, Calabarzon, Philippines",4602, Philippines,1,1,3,0,1,0
Mountain tea,5.0,13,"Pavliani, Greece",13227, Greece,1,4,4,0,1,0
Premium Geodesic Dome at GlampEco Manali,,1,"Manali, Himachal Pradesh, India",10169, India,1,1,2,0,1,0
Deniz Manzaralı 'Lüks 'Glamping' Özel Havuzlu,5.0,4,"Kaş, Antalya, Turkey",15740, Turkey,1,1,2,0,1,0
"Private glemping, forest lake, cozy, bbq",5.0,79,"Amata parish, Latvia",9603, Latvia,0,1,2,1,1,0
Geodetic Dome House in Forest,4.95,57,"Menderes, İzmir, Turkey",3885, Turkey,1,2,4,0,1,0
Dream Dome on Foothill of Mountain,4.73,30,"Talegaon Dabhade, Maharashtra, India",4005, India,1,1,2,0,1,0
Domescape - Glamping Twin Domes (3 and 4),4.77,115,"Nasugbu, Calabarzon, Philippines",28789, Philippines,2,4,12,0,2,0
Single Dome Pool Villa - Prana by Shanti,4.73,11,"Lemery, Calabarzon, Philippines",17343, Philippines,1,2,6,0,1,0
Aelia Private Cave Villa with Jacuzzi and Sea view,4.98,44,"Vourvoulos, Greece",27180, Greece,1,1,3,0,1,0
Deluxe suite with external hot tub,5.0,7,"Pavliani, Greece",13227, Greece,1,4,4,0,1,0
Unique Dome house,4.88,164,"Tahkuranna, Pärnu maakond, Estonia",12146, Estonia,1,2,4,0,1,0
Dome house by the sea/Minimalist Glamping #1,4.9,21,"Нова Дофінівка, Одеська область, Ukraine",9253, Ukraine,1,2,3,0,1,0
Luxury Dome - Glamping Rishikesh (TNV),5.0,5,"Rishikesh, Uttarakhand, India",7988, India,0,2,2,0,1,0
The dome in the heart of the Carpathians - de Vaibe Vorokhta,5.0,8,"Vorokhta, Ivano-Frankivs'ka oblast, Ukraine",6490, Ukraine,1,2,3,0,1,0
Glamping near Tbilisi & Mtskheta,4.71,14,"Tsilkani, Mtskheta-Mtianeti, Georgia",9012, Georgia,1,2,3,0,1,0
Girneta Camp & Nature Lodge,4.73,26,"قسم سانت كاترين, South Sinai Governorate, Egypt",1639, Egypt,2,7,10,0,4,0
"Desert view, close to the temples, opt.chef &tours",4.98,87,"Al Bairat, Luxor Governorate, Egypt",5735, Egypt,1,2,4,0,2,0
Glamping ETC DomeTent- quiet island near Manila,4.75,12,"Cavinti, Calabarzon, Philippines",4339, Philippines,1,1,2,0,1,0
Family dome tent @ farm mountain camp w/ breakfast,,1,"Tanay, Calabarzon, Philippines",13313, Philippines,1,3,6,0,1,0
Private domed overlooking Castle of Trakai,,2,"Trakai, Vilniaus apskritis, Lithuania",13279, Lithuania,1,1,2,0,1,0
Wine Space Glamping,4.89,9,"Sadmeli, Racha-Lechkhumi and Lower Svaneti, Georgia",9922, Georgia,1,3,5,0,0,0
Single Dome Pool Villa - Ananda by Shanti,4.86,7,"Lemery, Calabarzon, Philippines",16204, Philippines,1,2,6,0,1,0
Kvariati Glamping Dome - 1,4.8,5,"Batumi, Adjara, Georgia",10609, Georgia,1,1,2,0,1,0
"Dobrodom, dome house on the Dnieper with a sauna",4.77,56,"Kyiv, Ukraine",9000, Ukraine,1,1,3,0,1,0
Nature holiday on the road to Turkdomes Glamping 1 Lycia,4.97,36,"Fethiye, Muğla, Turkey",9060, Turkey,1,1,2,0,0,0
The Lahluna White (with Full Kitchen),4.7,57,"Silang, Calabarzon, Philippines",11365, Philippines,1,3,5,0,1,0
Turkey's first dome glamping spa dome tent house,,1,"Sapanca, Sakarya, Turkey",9784, Turkey,1,1,2,0,1,0
Glamping Etc Family Tent ShakeBoosa Private Island,4.52,86,"Cavinti, Calabarzon, Philippines",4857, Philippines,1,2,4,0,1,0
Kvariati Glamping Dome -2,,2,"Batumi, Adjara, Georgia",9548, Georgia,1,1,2,0,1,0
Glamping Village 101,,1,"Sarpi, Adjara, Georgia",8193, Georgia,1,2,3,0,1,0
